# total population,# female population,# male population,# female younger population (0 - 14 years),# male younger population (0 - 14 years),# total younger population (0 - 14 years),# female older population (60 years and up),# male older population (60 years and up),# total older population (60 years and up),# registered IDPs,# people exposed,# people affected,# people in need,# people in level 1 humanitarian condition,# people in level 2 humanitarian condition,# people in level 3 humanitarian condition,# people in level 4 humanitarian condition,# people in level 5 humanitarian condition,# km² landmass affected,# km² controlled by Ukrainian authorities/forces,# km² controlled by Russian forces,# km² unconfirmed control,# battles,# explosions/remote violence,# violence against civilians,# fatalities,# civilian fatalities,# civilian injuries,# total infrastructure damage,# total access events,# unemployed people,scaled_time,oblast_Cherkaska,oblast_Chernihivska,oblast_Chernivetska,oblast_Dnipropetrovska,oblast_Donetska,oblast_Ivano-Frankivska,oblast_Kharkivska,oblast_Khersonska,oblast_Khmelnytska,oblast_Kirovohradska,oblast_Kyiv,oblast_Kyivska,oblast_Luhanska,oblast_Lvivska,oblast_Mykolaivska,oblast_Odeska,oblast_Poltavska,oblast_Rivnenska,oblast_Sumska,oblast_Ternopilska,oblast_Vinnytska,oblast_Volynska,oblast_Zakarpatska,oblast_Zaporizka,oblast_Zhytomyrska,Cluster_Id
-0.5911401195001169,-0.5777723031674251,-0.6149322474164166,-0.8238830535178936,-0.8012085901571204,-0.8122063679296342,-0.40487429946862646,-0.40938573169450343,-0.4068015829279905,-0.8933372740299004,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.13903295573931915,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,1.697980749193455,-1.6476001014637687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.83460865110893,-0.8178629910735558,-0.8859151199034281,-1.0955019345274493,-1.1143870647256102,-1.1052796480554372,-0.5458937431916088,-0.6363065918152705,-0.5791016598613177,-0.9211431113993338,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,1.2710898704436402,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.4224354014232359,-1.6476001014637687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9093936149160957,-0.930336153524017,-0.9229532817220119,-0.863489356961806,-0.8576460358663744,-0.8604993771515775,-0.9204192406742019,-0.8762161115142856,-0.9050335316270878,-0.9606035142156267,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,-1.188330902715907,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,-0.5056590379409737,-1.6476001014637687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6932708524546494,1.8140656204758399,1.7616745816788033,2.0727536057465206,2.0440820948765084,2.05801895063306,1.576240628276815,1.349583321199152,1.495098744417136,-0.4065547708746141,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,1.2726399255527743,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,3.15690861269347,-1.6476001014637687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8181084004891224,3.006281142450729,2.9146335786613666,1.647320679623143,1.6622096482332893,1.655052450864534,3.56734152286817,3.6228260205260505,3.5900338933091875,3.1260690581737514,2.6556616109655167,2.8769141671464493,2.8769141671464493,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,0.5042184122524942,-0.001608711162787727,0.4347826220723684,1.1282766174045167,0.9043137189390515,0.2598749564563423,-0.21955576027914123,-0.3526100209992046,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.3154961516739316,-1.6476001014637687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.36461652194464317,-0.38133261491012765,-0.33066955555079247,-0.19010566449559735,-0.18798747894038703,-0.18901818986637456,-0.5019529020315491,-0.4379426009159711,-0.47907827476488735,-0.9490531505231063,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,-0.5850494542408887,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.021921481259491577,-1.6476001014637687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0916838061466512,1.1435561945269535,1.184280677398331,0.9709521642886975,0.974803354007953,0.972968100480745,0.9926695217310118,0.885059763684168,0.9543207661399076,0.1067751330784708,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,1.223554847096859,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,2.4152462874359375,-1.6476001014637687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7763285085216036,-0.7793839000826016,-0.798391493404842,-0.803391096518652,-0.7944432747255183,-0.7987973022818157,-0.6821595045106106,-0.7032271659677667,-0.6902946666831556,-0.8626378340976635,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.7298106263339885,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.38563691434220154,-1.6476001014637687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5102549322366623,-0.5075122410673061,-0.5135696228143657,-0.49191717682616437,-0.5114844054271028,-0.5020291207793002,-0.42457459416593907,-0.4289766758002775,-0.42647628589335024,-0.92703451827928,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.10679180946932845,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,1.0014524799137658,-1.6476001014637687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8977064363214068,-0.898072863437563,-0.9346852295579181,-1.0457931536833505,-1.047021032549922,-1.0464575589705314,-0.71572632311831,-0.7357272240550716,-0.7234983058594964,-0.9272108597097002,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.5149729882079928,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,1.1226231887551827,-1.6476001014637687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4783093612141032,1.5605492554976579,1.5719725239361115,2.1803411633625203,2.1944443707422763,2.1876831337827536,0.9196956461335797,1.0223895545880426,0.9576287560305194,0.33068867211425085,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,-1.93866091254412,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,0.04034677443686588,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.3049242106340764,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154792136924254,0.20434301683613976,0.15978691442091442,0.6592869097969639,0.6704000498533982,0.6650411316124689,-0.03776713357428601,-0.11065792505147057,-0.06425139287135369,-0.4503916473731529,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.8822327120655151,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.6344841418957158,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5194179499525365,0.581695345335377,0.5444019272987601,-0.5226072786252153,-0.5054368953463338,-0.5137620532211414,1.1477495172176047,1.245776317483232,1.1841518193752971,1.284551531335153,0.603555924060256,0.8318439479607677,0.8318439479607677,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,0.5251842145930342,-0.2499275396460815,0.7920031254388258,0.5372128195808272,0.31261813524678345,-0.08107684172478291,-0.21955576027914123,-0.356069113643123,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,-0.24400349720455794,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0.945889645468514,0.9400538166444701,1.093266911225789,1.4189625967230974,1.3889590963048917,1.4035213451145003,0.5462631722241467,0.6729230208961227,0.5926279562798673,-0.8896501350302062,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.23038287017095946,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.9335480893885421,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.6690259319036321,-0.6672571921087846,-0.6864936174649983,-0.7439242409130097,-0.7359959740339316,-0.7398548279390219,-0.5712596512030533,-0.5863405934202075,-0.5771424389161299,-0.9131195763152165,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.45689759011909925,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,1.0675271114128606,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8049697639195701,0.8102579303617956,0.9254835789586998,1.3658671899323453,1.3930505868046406,1.3799350949729299,0.48203995280710327,0.5406273298987783,0.5036504526386222,-0.670361550783173,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,1.4212385420151032,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,1.0498394408269491,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.37010436320096807,-0.3554504275372915,-0.374109908566958,-0.5250372305756389,-0.5135122055432064,-0.5191053065904724,-0.2596379837355825,-0.2950105272718724,-0.27266300533124777,-0.7982812275138698,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.9433048833654013,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,2.299361549114448,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.6104803057036046,-0.6363072588618971,-0.5893802109025238,-0.13119367980776828,-0.15789348960670851,-0.14497570628831846,-0.7798978017744937,-0.7397272312042784,-0.7658752237349902,-0.9555537368899586,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.04737303028585199,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.5281548118217877,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.7369024221447299,-0.7260502903544818,-0.7717535155992075,-1.039249503549139,-1.0390533931556745,-1.0391788810705416,-0.5265103606545616,-0.5245677557409802,-0.5261820709628764,-0.8896260884715125,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.4389169508531429,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.7800516377521832,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.7547405610639127,-0.7661099383696038,-0.7648029510627611,-0.8064907202664364,-0.8216660426558644,-0.8143455213582572,-0.7215148207394836,-0.6869430459540925,-0.7094826579189739,-0.9624711302741675,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,-0.5953831549684498,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.20977674127537976,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.18369356963388841,-0.16777399957158423,-0.1712279812660378,-0.15505312927373868,-0.15148707685052293,-0.1532174662514114,-0.13552483362349158,-0.14011252315017497,-0.13728702503228118,-0.8891130952193811,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.7126566831262371,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,2.265409353851836,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.7545446931540977,-0.7742097270163785,-0.7546918111249769,-0.44785277255982125,-0.447527948667872,-0.4476983278540573,-0.8424911872244581,-0.8275342063233714,-0.8376652038423457,-0.9548884487661007,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.05729338298431067,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,-0.11632697849246078,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.4914032358805447,-0.5322939259849193,-0.44084667377213,-0.021023102401948282,-0.026786342277039372,-0.023997782515457904,-0.7639163742639686,-0.6601020888903811,-0.7267815476960637,-0.9527803671206233,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,-0.7064704377897318,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,-0.7929312050431923,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
