# total population,# female population,# male population,# female younger population (0 - 14 years),# male younger population (0 - 14 years),# total younger population (0 - 14 years),# female older population (60 years and up),# male older population (60 years and up),# total older population (60 years and up),# registered IDPs,# people exposed,# people affected,# people in need,# people in level 1 humanitarian condition,# people in level 2 humanitarian condition,# people in level 3 humanitarian condition,# people in level 4 humanitarian condition,# people in level 5 humanitarian condition,# km² landmass affected,# km² controlled by Ukrainian authorities/forces,# km² controlled by Russian forces,# km² unconfirmed control,# battles,# explosions/remote violence,# violence against civilians,# fatalities,# civilian fatalities,# civilian injuries,# total infrastructure damage,# total access events,# unemployed people,scaled_time,oblast_Cherkaska,oblast_Chernihivska,oblast_Chernivetska,oblast_Dnipropetrovska,oblast_Donetska,oblast_Ivano-Frankivska,oblast_Kharkivska,oblast_Khersonska,oblast_Khmelnytska,oblast_Kirovohradska,oblast_Kyiv,oblast_Kyivska,oblast_Luhanska,oblast_Lvivska,oblast_Mykolaivska,oblast_Odeska,oblast_Poltavska,oblast_Rivnenska,oblast_Sumska,oblast_Ternopilska,oblast_Vinnytska,oblast_Volynska,oblast_Zakarpatska,oblast_Zaporizka,oblast_Zhytomyrska,Cluster_Id
-0.024116679711474586,0.023391881652350552,-0.03394285094861042,-0.10756383210089304,-0.11127203207009746,-0.10948057602030142,0.11665316721134625,0.006092283616002031,0.0766062813984647,-0.528631133842752,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,0.7838558811391332,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,1.3560191178658318,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.5643722917768345,-0.566468376713777,-0.5671346225007998,-0.5014073828687636,-0.5031399182236679,-0.5023161933173405,-0.514532374515552,-0.5464996131215741,-0.5265037956654546,-0.9232111154469883,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-2.4510675559619277,1.0586289834849834,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.5165398906572568,0.8318948101591653,-1.6476001014637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.5911401195001169,-0.5777723031674251,-0.6149322474164166,-0.8238830535178936,-0.8012085901571204,-0.8122063679296342,-0.40487429946862646,-0.40938573169450343,-0.4068015829279905,-0.8933372740299004,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-0.11583403994645626,0.13903295573931915,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4220286399059081,-0.21955576027914123,-0.3629872989309599,-0.32342616444128724,-0.34724717985060155,-0.2565083979740655,-0.45962836020708686,1.606492797887016,-1.4792189921932957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.83460865110893,-0.8178629910735558,-0.8859151199034281,-1.0955019345274493,-1.1143870647256102,-1.1052796480554372,-0.5458937431916088,-0.6363065918152705,-0.5791016598613177,-0.9211431113993338,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,1.1058700272908644,1.2710898704436402,-0.43656709619080536,-0.27136245584198004,-0.1962400667285671,-0.36456485369560615,0.6901031112268836,-0.29726453869650976,-0.32342616444128724,-0.34724717985060155,-0.18265356143990713,0.8493368401468221,0.4163362046694733,-1.4792189921932957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9093936149160957,-0.930336153524017,-0.9229532817220119,-0.863489356961806,-0.8576460358663744,-0.8604993771515775,-0.9204192406742019,-0.8762161115142856,-0.9050335316270878,-0.9606035142156267,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-1.5483113328413336,-1.188330902715907,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.28889376885657697,-0.5402211528789618,-1.4792189921932957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6932708524546494,1.8140656204758399,1.7616745816788033,2.0727536057465206,2.0440820948765084,2.05801895063306,1.576240628276815,1.349583321199152,1.495098744417136,-0.4065547708746141,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,1.1075428306690989,1.2726399255527743,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.42585955898659494,-0.08960449292113767,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.45962836020708686,3.079652120479144,-1.4792189921932957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8181084004891224,3.006281142450729,2.9146335786613666,1.647320679623143,1.6622096482332893,1.655052450864534,3.56734152286817,3.6228260205260505,3.5900338933091875,3.1260690581737514,2.6556616109655167,1.904874618521156,1.904874618521156,2.541023897631958,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,0.5042184122524942,-0.001608711162787727,0.4347826220723684,1.1282766174045167,1.507843214305165,1.5968657156160357,-0.08960449292113767,-0.20386903731071226,-0.32342616444128724,-0.34724717985060155,-0.2121954960535705,0.3940445965454625,0.2941489630357625,-1.4792189921932957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.36461652194464317,-0.38133261491012765,-0.33066955555079247,-0.19010566449559735,-0.18798747894038703,-0.18901818986637456,-0.5019529020315491,-0.4379426009159711,-0.47907827476488735,-0.9490531505231063,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-0.8972562580324357,-0.5850494542408887,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4220286399059081,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.4027168297569169,-0.008981115626238951,-1.4792189921932957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0916838061466512,1.1435561945269535,1.184280677398331,0.9709521642886975,0.974803354007953,0.972968100480745,0.9926695217310118,0.885059763684168,0.9543207661399076,0.1067751330784708,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,1.0545707236916706,1.1452253955819456,-0.3458152010056597,0.050176250174107026,-0.160738331707031,-0.3530720964535457,0.9500056459428907,-0.1554417402958543,-0.32342616444128724,-0.34724717985060155,-0.12356969221258043,-0.28889376885657697,2.4304942793203437,-1.4792189921932957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7763285085216036,-0.7793839000826016,-0.798391493404842,-0.803391096518652,-0.7944432747255183,-0.7987973022818157,-0.6821595045106106,-0.7032271659677667,-0.6902946666831556,-0.8626378340976635,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,0.5217270876113494,-1.3412696734838117,2.0574002030856176,4.8354287573546975,-0.10156877333780419,-0.40670496358316094,0.5601518438688801,-0.21424631524246754,-0.32342616444128724,-0.34724717985060155,-0.24173743066723385,-0.06124764705589717,0.39376917668055167,-1.4792189921932957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.5102549322366623,-0.5075122410673061,-0.5135696228143657,-0.49191717682616437,-0.5114844054271028,-0.5020291207793002,-0.42457459416593907,-0.4289766758002775,-0.42647628589335024,-0.92703451827928,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,-0.1506283502137355,0.10679180946932845,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2860503325877289,-0.4027168297569169,0.9246026008163569,-1.4792189921932957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8977064363214068,-0.898072863437563,-0.9346852295579181,-1.0457931536833505,-1.047021032549922,-1.0464575589705314,-0.71572632311831,-0.7357272240550716,-0.7234983058594964,-0.9272108597097002,-1.606722483531816,-1.0905941945894408,-1.0905941945894408,-1.4033736592897075,0.0,-0.9960898529198401,-0.2676676548845884,-0.23364592160895928,0.28987653938803687,0.5149729882079928,-0.43656709619080536,-0.27136245584198004,-0.29091136011932994,-0.4296904780672817,-0.21955576027914123,-0.3664463915748783,-0.32342616444128724,-0.34724717985060155,-0.2712793652808972,-0.45962836020708686,1.1616580479792635,-1.4792189921932957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
